listing_id,brand,os,release_year,days_used,age_years,age_bucket,has_4g,has_5g,screen_size,ram_gb,storage_gb,rear_cam_mp,front_cam_mp,battery_mah,weight_g,used_price_norm,new_price_norm,depreciation_norm,used_to_new_ratio
592,Others,Android,2015,1042.0,2.8547945205479452,>2 tahun,True,False,12.83,4.0,16.0,13.0,5.0,6000.0,212.0,4.720550337,5.700276335,0.9797259980000002,0.8281265783582402
593,Others,Android,2015,672.0,1.841095890410959,1-2 tahun,True,False,10.29,4.0,16.0,5.0,2.0,4000.0,156.5,3.716737782,4.947482479,1.2307446969999996,0.7512381898826327
594,Others,Android,2015,805.0,2.2054794520547945,>2 tahun,True,False,12.7,4.0,16.0,13.0,5.0,2100.0,130.0,4.308110952,5.478094021,1.1699830690000006,0.7864251572691289
595,Others,Android,2015,664.0,1.819178082191781,1-2 tahun,True,False,10.29,4.0,32.0,8.0,2.0,1850.0,135.5,4.266756065,4.944424264,0.6776681990000002,0.8629429509247307
596,Others,Android,2015,924.0,2.5315068493150683,>2 tahun,True,False,15.24,4.0,64.0,21.0,8.0,3500.0,204.4,5.053439323,6.19068419,1.1372448669999997,0.8162973861860009
597,Others,Android,2014,758.0,2.0767123287671234,>2 tahun,False,False,10.16,4.0,16.0,3.15,0.3,1400.0,118.5,3.564449376,4.396545721,0.8320963450000001,0.8107386121278096
598,Others,Android,2014,945.0,2.589041095890411,>2 tahun,True,False,10.29,4.0,32.0,5.0,0.3,1800.0,150.0,3.664074335,4.941356667,1.277282332,0.7415118118208082
599,Others,Android,2014,1047.0,2.8684931506849316,>2 tahun,False,False,10.16,4.0,16.0,3.15,0.3,1350.0,119.8,3.268808194,4.509649984,1.2408417900000002,0.7248474284251679
600,Others,Android,2014,614.0,1.6821917808219178,1-2 tahun,False,False,12.7,4.0,32.0,8.0,2.0,1920.0,149.7,3.809103951,5.438905055,1.6298011040000002,0.7003438950452501
601,Others,Android,2014,689.0,1.8876712328767122,1-2 tahun,False,False,12.83,4.0,32.0,8.0,2.0,2400.0,146.4,3.957760897,5.441551535,1.4837906380000003,0.7273221380967771
602,Others,Android,2014,786.0,2.1534246575342464,>2 tahun,False,False,10.34,4.0,16.0,16.0,4.0,2200.0,139.2,4.326249619,5.703449086,1.3771994669999996,0.7585321712820143
603,Others,Android,2014,957.0,2.621917808219178,>2 tahun,False,False,10.36,4.0,16.0,8.0,5.0,2050.0,97.0,3.852485293,5.441291535,1.5888062420000004,0.7080093518642904
604,Others,Windows,2014,706.0,1.9342465753424658,1-2 tahun,False,False,10.16,4.0,16.0,5.0,0.3,1420.0,110.0,3.276389731,4.482889551,1.2064998200000003,0.7308655932130057
605,Others,Windows,2014,643.0,1.7616438356164383,1-2 tahun,False,False,12.7,4.0,32.0,8.0,2.0,2000.0,156.2,3.89324785,5.12942523,1.23617738,0.759002748929825
606,Others,Windows,2014,1085.0,2.9726027397260273,>2 tahun,False,False,10.34,4.0,32.0,8.0,2.0,1750.0,98.9,3.971988587,5.079725939,1.1077373520000005,0.7819297014637623
607,Others,Android,2014,635.0,1.7397260273972603,1-2 tahun,False,False,10.16,4.0,16.0,5.0,0.3,1500.0,118.7,3.462292481,4.867226711,1.4049342299999998,0.7113481016150678
608,Others,Android,2014,965.0,2.643835616438356,>2 tahun,False,False,12.7,4.0,16.0,13.0,5.0,2300.0,129.0,4.421728002,5.828268918,1.406540916,0.7586691801992792
609,Others,Android,2014,739.0,2.0246575342465754,>2 tahun,False,False,10.34,4.0,16.0,13.0,2.0,2100.0,143.1,4.414009681,5.669260041,1.2552503600000007,0.7785865613991862
610,Others,Android,2014,609.0,1.6684931506849314,1-2 tahun,False,False,12.83,4.0,32.0,16.0,8.0,2500.0,150.5,5.009301071,6.153795959,1.1444948879999997,0.8140180637081146
611,Others,Android,2014,563.0,1.5424657534246575,1-2 tahun,False,False,12.7,4.0,16.0,13.0,5.0,2500.0,143.5,4.045504397,5.734667258,1.6891628609999998,0.7054471018098606
612,Others,Android,2013,646.0,1.7698630136986302,1-2 tahun,False,False,17.78,4.0,32.0,0.3,0.3,3000.0,402.0,4.378144107,4.505460342,0.12731623500000033,0.9717417921065344
613,Others,Android,2013,579.0,1.5863013698630137,1-2 tahun,False,False,23.04,4.0,32.0,2.0,0.3,7805.639999999998,589.699999999998,4.829992328,5.06940722,0.2394148920000001,0.9527726060247336
614,Others,Android,2013,571.0,1.5643835616438355,1-2 tahun,False,False,17.78,4.0,32.0,0.3,0.3,3000.0,282.0,3.880738715,4.242620879,0.3618821640000003,0.9147031577129048
615,Others,Android,2013,833.0,2.282191780821918,>2 tahun,False,False,20.32,4.0,32.0,2.0,0.3,4400.0,472.4,4.629472479,4.795625243,0.16615276399999956,0.9653532635306467
616,Others,Android,2013,578.0,1.5835616438356164,1-2 tahun,False,False,17.78,4.0,32.0,0.3,0.3,3000.0,289.0,4.197953545,4.395312979,0.197359434,0.9550977518681952
617,Others,Android,2013,724.0,1.9835616438356165,1-2 tahun,False,False,18.01,4.0,32.0,5.0,2.0,4000.0,374.0,4.292375413,5.241217775,0.9488423619999997,0.818965285791812
618,Others,Android,2013,960.0,2.6301369863013697,>2 tahun,False,False,18.01,4.0,32.0,5.0,0.3,4000.0,357.0,4.324662317,5.016219672,0.6915573550000005,0.8621357515779863
619,Others,Others,2014,1008.0,2.7616438356164386,>2 tahun,False,False,5.18,4.0,16.0,0.3,2.0,1025.3,89.253,2.69060536209,3.39088565636,0.7002802942700002,0.7934815958902822
620,Others,Android,2014,556.0,1.5232876712328767,1-2 tahun,False,False,11.81,4.0,16.0,8.0,1.0,2100.0,131.9,4.338988645,5.396940235,1.05795159,0.8039719648664962
621,Others,Android,2014,1048.0,2.871232876712329,>2 tahun,False,False,10.24,4.0,16.0,5.0,0.3,1700.0,153.7,3.568969157,4.852811209,1.2838420520000002,0.7354436435485079
622,Others,Android,2013,661.0,1.810958904109589,1-2 tahun,False,False,11.76,4.0,16.0,5.0,0.3,1700.0,147.7,3.655064106,5.0681492,1.4130850939999995,0.7211832094445839
623,Others,Android,2013,783.0,2.1452054794520548,>2 tahun,False,False,10.29,4.0,16.0,8.0,2.0,3000.0,147.7,4.137563681,5.596531284,1.4589676030000005,0.7393085950987064
624,Others,Android,2013,998.0,2.734246575342466,>2 tahun,False,False,12.7,4.0,32.0,13.0,5.0,2000.0,129.4,4.589447226,5.885631698,1.2961844720000002,0.7797713926883231
625,Others,Android,2013,695.0,1.904109589041096,1-2 tahun,False,False,7.75,4.0,16.0,2.0,0.3,1200.0,110.6,3.360028105,4.399620943,1.0395928380000004,0.763708544106728
626,Others,Android,2013,1085.0,2.9726027397260273,>2 tahun,False,False,10.16,4.0,16.0,3.15,0.3,1700.0,137.7,3.510350696,4.614129927,1.1037792309999994,0.760782802291471
627,Others,Android,2013,1085.0,2.9726027397260273,>2 tahun,False,False,10.29,4.0,16.0,5.0,0.3,1800.0,142.0,3.743841012,4.800572482,1.05673147,0.7798738642188467
628,Others,Android,2014,617.0,1.6904109589041096,1-2 tahun,False,False,10.34,4.0,32.0,8.0,2.0,1800.0,143.0,4.34549231,5.304349139,0.9588568290000001,0.81923195402994
629,Others,Android,2013,601.0,1.6465753424657534,1-2 tahun,False,False,10.34,4.0,16.0,8.0,2.0,1800.0,124.9,3.606584211,5.436861176,1.830276965,0.6633577894025668
630,Others,Android,2013,1085.0,2.9726027397260273,>2 tahun,False,False,12.78,4.0,16.0,8.0,1.0,3000.0,176.9,4.033000932,5.436904706,1.4039037739999998,0.7417825307015783
631,Others,Others,2013,1046.0,2.8657534246575342,>2 tahun,False,False,5.28,4.0,16.0,2.0,0.3,1280.0,113.6,2.915606229,3.39088565636,0.47527942735999984,0.85983619752304
632,Others,Android,2013,977.0,2.6767123287671235,>2 tahun,False,False,7.75,0.25,512.0,2.0,0.3,1500.0,122.7,3.314549575,4.249066507,0.9345169320000002,0.7800653554232541
633,Others,Android,2013,822.0,2.252054794520548,>2 tahun,False,False,10.29,4.0,16.0,8.0,1.0,2100.0,140.7,4.035478809,5.134856817,1.0993780080000004,0.7858989944256511
634,Others,Android,2017,878.0,2.4054794520547946,>2 tahun,False,False,25.43,4.0,32.0,2.0,0.3,3830.0,500.0,4.672641901,5.127884854,0.45524295299999995,0.9112220796758164
635,Others,Android,2017,790.0,2.164383561643836,>2 tahun,False,False,20.32,4.0,16.0,2.0,0.3,3210.0,369.0,4.154655409,4.699479865,0.5448244559999997,0.8840670730270275
636,Others,Android,2017,552.0,1.5123287671232877,1-2 tahun,False,False,17.78,4.0,32.0,2.0,0.3,2980.0,295.0,4.082777926,4.207822046,0.1250441200000001,0.9702829352969268
637,Others,Android,2015,821.0,2.249315068493151,>2 tahun,False,False,17.78,4.0,32.0,2.0,0.3,2980.0,313.0,2.888147063,3.925728652,1.0375815890000002,0.7356970690087319
638,Others,Android,2014,925.0,2.5342465753424657,>2 tahun,False,False,17.78,4.0,32.0,2.0,0.3,2100.0,337.0,4.157319361,4.784737955,0.6274185939999999,0.8688708556454269
639,Others,Android,2014,1032.0,2.8273972602739725,>2 tahun,False,False,15.24,4.0,32.0,2.0,0.3,2100.0,290.0,3.998751009,4.514698283,0.5159472740000006,0.8857183267500314
640,Others,Others,2014,988.0,2.706849315068493,>2 tahun,True,False,10.34,4.0,32.0,13.0,2.1,2400.0,160.0,4.216857137,5.068589687,0.8517325500000004,0.8319586704395233
641,Others,Android,2013,1016.0,2.7835616438356166,>2 tahun,True,False,17.78,4.0,16.0,1.3,0.3,2000.0,303.0,3.925728652,5.137679021,1.2119503690000002,0.7641054717419646
642,Others,Android,2013,836.0,2.2904109589041095,>2 tahun,False,False,17.78,4.0,32.0,5.0,0.3,2000.0,345.0,4.261693475,4.585987367,0.32429389200000003,0.9292859168488852
643,Apple,iOS,2019,496.0,1.358904109589041,1-2 tahun,True,False,25.5,4.0,64.0,8.0,7.0,3969.0,456.0,4.937060513,6.310081901,1.3730213880000006,0.7824083095050781
644,Apple,iOS,2019,250.0,0.684931506849315,6-12 bulan,True,False,18.01,4.0,64.0,8.0,7.0,5124.0,300.5,4.794632851,6.110158279,1.315525428,0.7846986333363362
645,Apple,iOS,2018,543.0,1.4876712328767123,1-2 tahun,True,False,25.5,4.0,512.0,12.0,7.0,7805.639999999998,589.699999999998,5.605750326779997,6.840535834,1.2347855072200025,0.8194899438896789
646,Apple,iOS,2018,525.0,1.4383561643835616,1-2 tahun,True,False,25.5,4.0,512.0,12.0,7.0,7805.639999999998,468.0,5.605750326779997,6.778898657,1.1731483302200028,0.8269411611562314
647,Apple,iOS,2018,583.0,1.5972602739726027,1-2 tahun,True,False,15.37,4.0,64.0,12.0,7.0,3174.0,208.0,5.57059388,6.840535834,1.269941954,0.8143505151032295
648,Apple,iOS,2018,641.0,1.7561643835616438,1-2 tahun,True,False,12.9,4.0,64.0,12.0,7.0,2658.0,177.0,5.583458714,6.840535834,1.25707712,0.8162311914584439
649,Apple,iOS,2018,673.0,1.8438356164383563,1-2 tahun,True,False,15.27,4.0,64.0,12.0,7.0,2942.0,194.0,5.492649836,6.74521282,1.2525629839999999,0.8143034152627374
650,Apple,iOS,2018,673.0,1.8438356164383563,1-2 tahun,True,False,23.04,4.0,32.0,8.0,1.2,5493.0,469.0,4.923478452,5.859075359,0.9355969069999999,0.8403166285337413
651,Apple,iOS,2017,629.0,1.7232876712328766,1-2 tahun,True,False,12.9,4.0,64.0,12.0,7.0,2716.0,174.0,4.522114611,6.840535834,2.3184212229999996,0.6610760795263163
652,Apple,iOS,2017,815.0,2.232876712328767,>2 tahun,True,False,12.83,4.0,64.0,12.0,7.0,2691.0,202.0,5.175414999,6.644830858,1.4694158589999997,0.7788633164031697
653,Apple,iOS,2017,604.0,1.6547945205479453,1-2 tahun,True,False,10.34,4.0,64.0,12.0,7.0,1821.0,148.0,5.120684799,6.554659636,1.433974837,0.7812281771086611
654,Apple,iOS,2017,541.0,1.4821917808219178,1-2 tahun,True,False,25.5,4.0,64.0,12.0,7.0,2256.0,589.699999999998,5.605750326779997,6.803094518,1.1973441912200027,0.8240000652567734
655,Apple,iOS,2017,629.0,1.7232876712328766,1-2 tahun,True,False,25.5,4.0,64.0,12.0,7.0,7805.639999999998,469.0,5.2907891,6.594071404,1.3032823040000006,0.8023554456493416
656,Apple,iOS,2017,578.0,1.5835616438356164,1-2 tahun,True,False,23.04,4.0,32.0,8.0,1.2,7805.639999999998,469.0,4.669458676,5.966505649,1.2970469730000005,0.7826119592768024
657,Apple,iOS,2016,833.0,2.282191780821918,>2 tahun,True,False,12.83,4.0,32.0,12.0,7.0,2900.0,188.0,4.750568389,6.534979989,1.7844116000000003,0.7269445961573547
658,Apple,iOS,2016,1026.0,2.8109589041095893,>2 tahun,True,False,10.34,4.0,32.0,12.0,7.0,1960.0,138.0,4.68111219,6.309081565,1.6279693749999993,0.7419641261207883
659,Apple,iOS,2016,704.0,1.9287671232876713,1-2 tahun,True,False,23.04,4.0,32.0,12.0,5.0,7306.0,437.0,5.37347122,6.535546014,1.1620747940000005,0.8221916284407327
660,Apple,iOS,2016,894.0,2.4493150684931506,>2 tahun,True,False,10.16,4.0,16.0,12.0,1.2,1624.0,113.0,4.437461342,5.707840895,1.2703795530000006,0.7774325570089318
661,Apple,iOS,2015,667.0,1.8273972602739725,1-2 tahun,True,False,12.83,4.0,16.0,12.0,5.0,2750.0,192.0,4.633077139,6.152605027,1.5195278879999998,0.7530269078980811
662,Apple,iOS,2015,778.0,2.1315068493150684,>2 tahun,True,False,10.34,4.0,16.0,12.0,5.0,1715.0,143.0,5.170370352,6.217503902,1.0471335499999999,0.8315829685827514
663,Apple,iOS,2015,572.0,1.5671232876712329,1-2 tahun,True,False,25.5,4.0,32.0,8.0,1.2,3937.0,589.699999999998,5.558872303,6.744671484,1.1857991810000001,0.8241872589624263
664,Apple,iOS,2015,547.0,1.4986301369863013,1-2 tahun,True,False,18.01,4.0,16.0,8.0,1.2,5124.0,299.0,4.463145686,5.886187361,1.4230416750000003,0.7582405065070439
665,Apple,iOS,2014,914.0,2.504109589041096,>2 tahun,True,False,23.04,4.0,16.0,8.0,1.2,7340.0,437.0,4.591983624,6.086706543,1.494722919,0.7544282924697591
666,Apple,iOS,2014,719.0,1.9698630136986301,1-2 tahun,True,False,18.01,4.0,16.0,5.0,1.2,6470.0,331.0,4.37298589,5.991739509,1.6187536190000005,0.7298357819847604
667,Apple,iOS,2014,1082.0,2.9643835616438357,>2 tahun,True,False,12.83,4.0,16.0,8.0,1.2,2915.0,172.0,4.25177557,6.040944949,1.7891693789999996,0.7038262400824935
668,Apple,iOS,2014,877.0,2.4027397260273973,>2 tahun,True,False,10.34,4.0,16.0,8.0,1.2,1810.0,129.0,3.93064847,5.890262042,1.9596135719999999,0.6673130061061552
669,Apple,iOS,2013,995.0,2.7260273972602738,>2 tahun,True,False,23.04,4.0,16.0,5.0,1.2,7805.639999999998,469.0,4.628398312,5.857075644,1.2286773320000002,0.7902234140925498
670,Apple,iOS,2013,945.0,2.589041095890411,>2 tahun,True,False,18.01,4.0,16.0,5.0,1.2,6470.0,331.0,4.42208834,5.601417468,1.179329128,0.7894588048940615
671,Apple,iOS,2013,1070.0,2.9315068493150687,>2 tahun,True,False,10.16,4.0,16.0,8.0,1.2,1560.0,112.0,3.879706404,5.800031607,1.920325203,0.6689112520210444
672,Apple,iOS,2013,712.0,1.9506849315068493,1-2 tahun,True,False,10.16,4.0,32.0,8.0,1.2,1510.0,132.0,4.666359354,5.703148941,1.0367895870000003,0.8182075204898633
673,Others,Android,2019,399.0,1.093150684931507,1-2 tahun,True,False,16.23,4.0,128.0,8.0,16.0,3400.0,166.0,4.573576314,5.696824994,1.1232486799999997,0.802829000156574
674,Others,Android,2019,317.0,0.8684931506849315,6-12 bulan,True,False,17.4,4.0,32.0,8.0,5.0,5000.0,214.0,4.411828126,5.016948656,0.6051205300000007,0.8793847472853227
675,Others,Android,2019,257.0,0.7041095890410959,6-12 bulan,True,False,15.9,4.0,64.0,8.0,5.0,3000.0,162.0,4.289637185,4.863680881,0.5740436959999995,0.8819734044964782
676,Others,Android,2019,499.0,1.367123287671233,1-2 tahun,True,False,14.5,4.0,32.0,8.0,5.0,2800.0,150.0,4.332573751,4.605370166,0.2727964150000002,0.9407655834021833
677,Others,Android,2018,516.0,1.4136986301369863,1-2 tahun,True,False,12.7,4.0,16.0,8.0,2.0,4000.0,210.0,3.976686519,5.002132582,1.025446063,0.7949982240194848
678,Others,Android,2017,635.0,1.7397260273972603,1-2 tahun,True,False,14.55,4.0,128.0,13.0,5.0,3100.0,170.0,4.687303016,5.704715373,1.0174123569999995,0.8216541421478558
679,Others,Android,2017,783.0,2.1452054794520548,>2 tahun,True,False,12.75,4.0,128.0,13.0,16.0,3000.0,155.0,5.257599533,5.991739509,0.7341399760000007,0.8774746507425311
680,Others,Android,2017,727.0,1.9917808219178081,1-2 tahun,True,False,25.43,4.0,64.0,13.0,5.0,6600.0,510.0,5.225854195,5.70388247,0.4780282749999998,0.9161924745970441
681,Others,Android,2017,769.0,2.106849315068493,>2 tahun,True,False,12.75,4.0,64.0,13.0,16.0,2950.0,155.0,5.050881123,5.857561657,0.8066805339999998,0.8622839022042581
682,Others,Android,2017,665.0,1.821917808219178,1-2 tahun,True,False,12.75,4.0,16.0,8.0,5.0,3000.0,130.0,4.11038194,5.525652122,1.4152701820000004,0.7438727319866554
683,Others,Android,2017,604.0,1.6547945205479453,1-2 tahun,True,False,12.83,4.0,32.0,13.0,5.0,3000.0,167.5,4.244056835,5.303155643,1.059098808,0.8002889450551999
684,Others,Android,2017,669.0,1.832876712328767,1-2 tahun,True,False,12.7,4.0,32.0,8.0,3.0,3500.0,223.0,4.42604352,5.140083361,0.714039841,0.8610839959488353
685,Others,Android,2017,624.0,1.7095890410958905,1-2 tahun,True,False,12.83,4.0,16.0,13.0,5.0,3000.0,167.5,4.616209033,5.21123326,0.5950242270000006,0.8858189228320974
686,Others,Android,2017,773.0,2.117808219178082,>2 tahun,True,False,12.7,4.0,16.0,13.0,5.0,2400.0,160.0,4.322409318,4.862908382,0.5404990639999996,0.8888527149718365
687,Others,Android,2016,608.0,1.6657534246575343,1-2 tahun,True,False,12.83,4.0,64.0,20.7,8.0,2950.0,193.0,4.824225391,5.519939761,0.6957143700000001,0.873963412623553
688,Others,Android,2015,594.0,1.6273972602739726,1-2 tahun,True,False,12.7,4.0,32.0,13.0,5.0,2100.0,154.0,4.231784971,4.934401988,0.7026170170000006,0.8576084764255731
689,Others,Android,2014,565.0,1.547945205479452,1-2 tahun,True,False,12.7,4.0,32.0,8.0,2.0,2000.0,160.0,4.306494572,5.013564334,0.7070697619999997,0.8589686468756502
690,Others,Android,2014,1007.0,2.758904109589041,>2 tahun,True,False,12.7,4.0,16.0,16.0,8.0,2700.0,142.0,4.322939892,5.294861402,0.9719215100000005,0.8164406136045635
691,Others,Windows,2014,951.0,2.6054794520547944,>2 tahun,False,False,10.16,4.0,16.0,5.0,2.0,1700.0,150.0,3.658162481,4.347693956,0.6895314749999994,0.8414029409663444
692,Others,Android,2014,872.0,2.389041095890411,>2 tahun,True,False,20.32,4.0,32.0,5.0,2.0,3500.0,150.0,4.333623895,5.63045881,1.2968349150000007,0.7696750906521593
693,Others,Android,2014,714.0,1.9561643835616438,1-2 tahun,False,False,15.34,4.0,16.0,8.0,2.0,2800.0,232.0,4.424487286,5.480930547,1.056443261,0.8072511133026039
694,Others,Android,2014,551.0,1.5095890410958903,1-2 tahun,False,False,12.7,4.0,32.0,8.0,2.0,2000.0,140.0,4.029094677,5.484838426,1.4557437489999998,0.7345876695110508
695,Others,Android,2014,676.0,1.8520547945205479,1-2 tahun,False,False,10.16,4.0,16.0,5.0,0.3,1400.0,115.0,3.336125385,4.774406503,1.438281118,0.6987518517545048
696,Others,Android,2014,985.0,2.6986301369863015,>2 tahun,True,False,12.7,4.0,32.0,8.0,2.0,2000.0,160.0,4.476086033,5.632608655,1.1565226220000007,0.7946737128677723
697,Others,Android,2014,691.0,1.893150684931507,1-2 tahun,True,False,10.29,4.0,16.0,5.0,0.3,1850.0,140.0,3.824065727,5.437470428,1.6134047010000003,0.7032802803502437
698,Asus,Android,2019,524.0,1.4356164383561645,1-2 tahun,True,False,15.9,4.0,32.0,13.0,8.0,4000.0,165.0,4.727918651,5.701346176,0.973427525,0.8292635642617748
699,Asus,Android,2019,397.0,1.0876712328767124,1-2 tahun,True,False,15.9,4.0,64.0,13.0,8.0,4000.0,165.0,4.462799845,5.738280515,1.2754806699999994,0.7777242387042838
700,Asus,Android,2018,575.0,1.5753424657534247,1-2 tahun,True,False,13.84,4.0,32.0,13.0,8.0,4000.0,150.0,4.383151002,4.787491743,0.4043407410000004,0.9155422583044233
701,Asus,Android,2018,370.0,1.0136986301369864,1-2 tahun,True,False,13.84,4.0,16.0,13.0,5.0,3000.0,140.0,4.203497876,4.386018656,0.18252077999999994,0.9583857720827715
702,Asus,Android,2018,535.0,1.4657534246575343,1-2 tahun,True,False,15.24,4.0,128.0,13.0,8.0,4000.0,200.0,4.614724399,6.840535834,2.225811435,0.6746144616424796
703,Asus,Android,2018,667.0,1.8273972602739725,1-2 tahun,True,False,12.83,4.0,32.0,13.0,5.0,3000.0,140.0,4.194642284,4.62045281,0.42581052599999936,0.907842251937208
704,Asus,Android,2018,386.0,1.0575342465753426,1-2 tahun,True,False,15.21,4.0,64.0,13.0,8.0,5000.0,180.0,4.399129543,5.075173815,0.6760442720000004,0.8667938682214373
705,Asus,Android,2018,482.0,1.3205479452054794,1-2 tahun,True,False,15.29,4.0,256.0,13.0,8.0,3300.0,165.0,4.727299319,6.217184776,1.4898854569999997,0.7603601130287526
706,Asus,Android,2018,438.0,1.2,1-2 tahun,True,False,15.29,4.0,64.0,13.0,8.0,3300.0,165.0,5.152597712,5.990363942,0.8377662299999997,0.8601476908395828
707,Asus,Android,2018,511.0,1.4,1-2 tahun,True,False,15.24,4.0,64.0,13.0,8.0,3300.0,168.0,4.548599834,5.523818137,0.9752183030000001,0.8234521342280027
708,Asus,Android,2018,516.0,1.4136986301369863,1-2 tahun,True,False,12.83,4.0,32.0,13.0,8.0,4000.0,150.0,4.573576314,5.070914758,0.4973384439999995,0.9019233278935745
709,Asus,Android,2017,585.0,1.6027397260273972,1-2 tahun,True,False,12.88,4.0,64.0,13.0,8.0,4130.0,160.0,4.465103197,5.51765368,1.0525504829999992,0.8092394803945
710,Asus,Android,2017,592.0,1.621917808219178,1-2 tahun,True,False,12.83,4.0,64.0,13.0,8.0,3600.0,175.0,4.935049307,5.964350255,1.0293009480000004,0.8274244630188975
711,Asus,Android,2017,722.0,1.978082191780822,1-2 tahun,True,False,12.83,4.0,64.0,13.0,8.0,3300.0,165.0,4.993828176,5.991339539,0.9975113630000001,0.8335077896175298
712,Asus,Android,2017,708.0,1.9397260273972603,1-2 tahun,True,False,12.83,4.0,16.0,13.0,13.0,3000.0,144.0,4.57460788,5.191733881,0.6171260009999999,0.8811329673004864
713,Asus,Android,2017,781.0,2.1397260273972605,>2 tahun,True,False,12.83,4.0,32.0,13.0,13.0,3000.0,144.0,4.507336826,5.020849617,0.5135127909999992,0.8977239251975789
714,Asus,Android,2017,868.0,2.378082191780822,>2 tahun,True,False,12.83,4.0,64.0,16.0,8.0,3000.0,147.0,4.608464753,5.516850305,0.9083855520000004,0.8353434474782254
715,Asus,Android,2017,818.0,2.241095890410959,>2 tahun,True,False,12.83,4.0,64.0,16.0,8.0,3000.0,144.0,4.600559573,5.666115221,1.0655556480000001,0.8119424673803328
716,Asus,Android,2017,542.0,1.484931506849315,1-2 tahun,True,False,12.75,4.0,32.0,13.0,8.0,4100.0,156.0,4.677490848,5.202356975,0.5248661270000001,0.8991099362227061
717,Asus,Android,2017,754.0,2.0657534246575344,>2 tahun,True,False,12.83,4.0,32.0,13.0,8.0,5000.0,181.0,4.739089004,5.396396437,0.6573074329999997,0.8781951176727456
718,Asus,Android,2017,797.0,2.1835616438356165,>2 tahun,True,False,12.83,4.0,32.0,16.0,16.0,5000.0,181.0,4.999911331,5.5139125,0.5140011690000001,0.9067810435874708
719,Asus,Android,2017,612.0,1.6767123287671233,1-2 tahun,True,False,12.83,4.0,32.0,13.0,8.0,5000.0,181.0,4.342895917,5.600272098,1.2573761809999997,0.7754794483201913
720,Asus,Android,2017,847.0,2.3205479452054796,>2 tahun,True,False,18.01,4.0,64.0,13.0,5.0,4680.0,168.0,4.841901011,5.704582155,0.8626811439999997,0.848773999469204
721,Asus,Android,2017,755.0,2.0684931506849313,>2 tahun,True,False,12.83,4.0,16.0,13.0,5.0,3000.0,168.0,4.456902169,4.769497479,0.31259530999999985,0.9344594873199219
722,Asus,Android,2017,617.0,1.6904109589041096,1-2 tahun,True,False,12.7,4.0,16.0,13.0,5.0,2650.0,120.0,4.08311508,5.00816558,0.9250505000000002,0.8152915503245002
723,Asus,Android,2017,858.0,2.350684931506849,>2 tahun,True,False,12.75,4.0,32.0,13.0,8.0,5000.0,175.0,4.258587006,5.192845734,0.9342587279999996,0.8200873324845818
724,Asus,Android,2017,588.0,1.610958904109589,1-2 tahun,True,False,23.04,4.0,32.0,8.0,5.0,7800.0,490.0,5.172584061,5.993287884,0.8207038229999997,0.8630628398160225
725,Asus,Android,2017,796.0,2.180821917808219,>2 tahun,True,False,12.88,4.0,64.0,21.0,8.0,3300.0,170.0,5.034807446,6.08893149,1.054124044,0.8268786492784139
726,Asus,Android,2017,582.0,1.5945205479452054,1-2 tahun,True,False,12.83,4.0,32.0,13.0,13.0,5000.0,170.0,4.967379785,5.768633447,0.8012536619999997,0.8611016509609057
727,Asus,Android,2016,835.0,2.287671232876712,>2 tahun,False,False,15.47,4.0,32.0,5.0,2.0,3480.0,270.0,4.082103276,4.796038449,0.7139351730000003,0.8511406485598839
728,Asus,Android,2016,1055.0,2.8904109589041096,>2 tahun,True,False,18.01,4.0,32.0,8.0,2.0,4680.0,320.0,4.837709459,5.634253745,0.7965442859999996,0.8586247048765108
729,Asus,Android,2016,981.0,2.6876712328767125,>2 tahun,True,False,12.7,4.0,16.0,13.0,5.0,2600.0,150.0,4.137882864,4.860897087,0.7230142229999998,0.8512590968169987
730,Asus,Android,2016,862.0,2.361643835616438,>2 tahun,True,False,12.83,4.0,32.0,16.0,8.0,4100.0,175.0,4.392348184,5.242117317,0.8497691329999997,0.8378958192629096
731,Asus,Android,2016,801.0,2.1945205479452055,>2 tahun,True,False,12.83,4.0,64.0,16.0,8.0,3000.0,151.0,4.462453884,5.636716317,1.174262433,0.7916761520429023
732,Asus,Android,2016,566.0,1.5506849315068494,1-2 tahun,True,False,23.04,4.0,32.0,8.0,5.0,7800.0,490.0,5.092522454,5.697227706,0.6047052519999996,0.8938597361374273
733,Asus,Android,2016,1063.0,2.9123287671232876,>2 tahun,False,False,23.04,4.0,32.0,8.0,5.0,5900.0,430.0,5.008900457,5.825675571,0.8167751139999995,0.8597973567107176
734,Asus,Android,2016,927.0,2.5397260273972604,>2 tahun,True,False,12.75,4.0,32.0,13.0,5.0,4130.0,148.0,4.487062098,5.436512865,0.9494507670000001,0.8253566595763036
735,Asus,Android,2016,669.0,1.832876712328767,1-2 tahun,True,False,12.83,4.0,16.0,13.0,8.0,3000.0,150.0,4.333755086,5.078356246,0.7446011600000002,0.8533775253387373
736,Asus,Android,2016,553.0,1.515068493150685,1-2 tahun,True,False,12.75,4.0,64.0,16.0,8.0,2600.0,144.0,4.911477723,5.639137281,0.727659558,0.8709626097503052
737,Asus,Android,2016,599.0,1.641095890410959,1-2 tahun,True,False,12.75,4.0,32.0,13.0,5.0,4100.0,158.4,4.388257184,5.3378265,0.9495693159999998,0.8221056237028311
